meta_pattern_id,pattern,interpretation,n_covered,coverage_ratio,n_source_rules,representative_rule_id,mean_source_confidence,mean_source_lift,pattern_importance_score,covered_trajectory_ids
MP00011,Acceleration Dynamics is uncommon in at least 2 retained comparisons and Turning Dynamics is uncommon in at least 1 retained comparison,This meta-pattern summarizes recurring pairwise rules where Acceleration Dynamics is uncommon in at least 2 retained comparisons and Turning Dynamics is uncommon in at least 1 retained comparison. It should be read as persistent taxonomy-level uncommonness rather than a single isolated comparison.,113,0.04203869047619048,8,R00048,0.8382067256988409,8.130915742018196,70.92428092076793,15;56;61;101;105;110;121;128;139;244;249;291;306;343;383;408;434;443;487;516;572;588;607;629;660;678;714;730;735;736;760;773;787;797;845;862;863;888;890;907;911;920;958;972;1016;1018;1019;1083;1118;1123;1130;1151;1165;1196;1221;1235;1243;1428;1457;1533;1546;1583;1585;1606;1625;1627;1649;1652;1670;1676;1690;1691;1711;1759;1764;1798;1811;1849;1854;1880;1891;1897;1915;1939;1943;1971;2006;2038;2054;2087;2110;2128;2180;2199;2225;2282;2323;2327;2386;2427;2487;2498;2515;2536;2538;2596;2618;2629;2634;2646;2674;2682;2688
MP00012,Curvature Geometry is uncommon in at least 1 retained comparison and Turning Dynamics is uncommon in at least 2 retained comparisons,This meta-pattern summarizes recurring pairwise rules where Curvature Geometry is uncommon in at least 1 retained comparison and Turning Dynamics is uncommon in at least 2 retained comparisons. It should be read as persistent taxonomy-level uncommonness rather than a single isolated comparison.,155,0.05766369047619048,8,R00015,0.8610980710715629,7.408811512010873,70.78717901808265,3;15;22;24;29;40;42;69;94;101;110;112;125;152;162;244;245;247;260;269;270;291;308;315;324;328;343;345;398;408;409;411;418;432;443;444;447;481;486;509;549;583;586;655;670;724;730;735;750;754;756;769;774;787;830;833;845;849;888;906;935;959;974;982;988;989;1017;1036;1044;1045;1069;1084;1113;1114;1123;1150;1153;1221;1249;1254;1261;1286;1301;1339;1359;1396;1410;1445;1453;1474;1516;1534;1541;1577;1595;1610;1611;1627;1638;1684;1687;1719;1802;1820;1824;1843;1849;1881;1887;1920;1943;1983;2015;2018;2030;2036;2062;2067;2083;2089;2090;2099;2100;2110;2112;2144;2170;2175;2191;2225;2282;2296;2307;2319;2322;2332;2404;2429;2442;2476;2487;2500;2530;2548;2551;2557;2586;2604;2606;2614;2618;2646;2650;2662;2665
MP00013,Curvature Geometry is uncommon in at least 2 retained comparisons and Turning Dynamics is uncommon in at least 1 retained comparison,This meta-pattern summarizes recurring pairwise rules where Curvature Geometry is uncommon in at least 2 retained comparisons and Turning Dynamics is uncommon in at least 1 retained comparison. It should be read as persistent taxonomy-level uncommonness rather than a single isolated comparison.,151,0.05617559523809524,9,R00014,0.8496814992434939,7.048335579362068,69.27838043440451,1;3;15;22;24;29;42;69;94;110;125;128;149;152;162;240;244;245;260;269;270;291;328;343;345;355;398;408;409;432;443;444;473;481;483;509;583;586;670;724;735;750;754;756;769;774;787;803;830;833;845;888;906;926;935;959;974;988;1009;1017;1018;1021;1044;1045;1069;1084;1086;1113;1123;1150;1152;1153;1221;1261;1339;1359;1396;1428;1445;1453;1474;1510;1516;1534;1595;1610;1611;1627;1638;1684;1687;1707;1727;1755;1765;1777;1802;1819;1820;1824;1843;1849;1887;1920;1939;1983;2009;2015;2030;2032;2038;2040;2083;2089;2099;2100;2109;2110;2112;2131;2143;2144;2170;2175;2191;2225;2282;2296;2307;2322;2332;2389;2404;2425;2429;2442;2487;2500;2530;2548;2551;2569;2586;2594;2604;2606;2618;2619;2646;2650;2662
MP00014,Curvature Geometry is uncommon in at least 2 retained comparisons and Temporal Sequential Context is uncommon in at least 1 retained comparison,This meta-pattern summarizes recurring pairwise rules where Curvature Geometry is uncommon in at least 2 retained comparisons and Temporal Sequential Context is uncommon in at least 1 retained comparison. It should be read as persistent taxonomy-level uncommonness rather than a single isolated comparison.,116,0.043154761904761904,8,R00004,0.8808131476936263,7.346774077886192,67.71114775322128,27;64;70;97;114;128;130;147;172;195;209;216;226;232;245;279;288;317;342;355;380;426;473;495;505;530;537;583;591;592;596;700;706;769;787;826;892;898;929;935;1009;1044;1069;1070;1102;1115;1152;1158;1250;1261;1273;1339;1358;1401;1474;1475;1500;1503;1516;1527;1578;1604;1610;1630;1634;1636;1669;1671;1687;1693;1695;1707;1716;1721;1727;1731;1820;1822;1825;1831;1843;1877;1939;1941;1950;1970;1978;2009;2015;2022;2023;2030;2037;2048;2077;2089;2109;2110;2112;2115;2121;2134;2173;2239;2296;2349;2380;2404;2413;2420;2548;2551;2606;2633;2640;2681
MP00015,Acceleration Dynamics is uncommon in at least 1 retained comparison and Curvature Geometry is uncommon in at least 2 retained comparisons,This meta-pattern summarizes recurring pairwise rules where Acceleration Dynamics is uncommon in at least 1 retained comparison and Curvature Geometry is uncommon in at least 2 retained comparisons. It should be read as persistent taxonomy-level uncommonness rather than a single isolated comparison.,102,0.03794642857142857,8,R00009,0.8773933976773733,7.408218676559919,66.19222014049998,15;27;64;97;100;110;128;130;140;204;216;244;245;270;291;296;317;323;341;342;343;347;362;408;443;513;517;570;622;644;692;732;735;754;768;787;826;845;854;888;902;929;1006;1011;1018;1074;1123;1170;1208;1221;1223;1266;1358;1383;1420;1428;1460;1486;1510;1517;1564;1570;1589;1604;1623;1627;1634;1669;1727;1760;1765;1792;1796;1845;1849;1934;1939;1969;1981;2038;2094;2105;2110;2143;2170;2182;2225;2231;2246;2264;2282;2347;2349;2364;2380;2487;2508;2618;2623;2640;2646;2681
MP00016,Curvature Geometry is uncommon in at least 2 retained comparisons and Speed Dynamics is uncommon in at least 1 retained comparison,This meta-pattern summarizes recurring pairwise rules where Curvature Geometry is uncommon in at least 2 retained comparisons and Speed Dynamics is uncommon in at least 1 retained comparison. It should be read as persistent taxonomy-level uncommonness rather than a single isolated comparison.,124,0.046130952380952384,7,R00018,0.8773663829698313,7.405362914532808,65.233327912465,6;12;27;195;224;240;277;291;295;316;317;323;328;340;343;345;347;355;362;386;405;408;409;410;415;460;473;565;596;627;669;677;699;702;726;750;755;847;878;891;892;898;950;959;985;996;1006;1011;1018;1021;1023;1084;1152;1199;1208;1226;1251;1261;1275;1340;1419;1421;1428;1435;1442;1450;1475;1481;1483;1510;1516;1527;1534;1564;1630;1636;1639;1673;1680;1687;1688;1721;1726;1746;1755;1792;1802;1824;1831;1859;1877;1884;1941;1950;1981;2032;2040;2077;2081;2101;2115;2137;2189;2225;2234;2277;2292;2347;2349;2359;2390;2391;2450;2458;2503;2508;2530;2545;2548;2569;2618;2619;2633;2670
MP00017,Spatial Reach and Route is uncommon in at least 1 retained comparison and Speed Dynamics is uncommon in at least 2 retained comparisons,This meta-pattern summarizes recurring pairwise rules where Spatial Reach and Route is uncommon in at least 1 retained comparison and Speed Dynamics is uncommon in at least 2 retained comparisons. It should be read as persistent taxonomy-level uncommonness rather than a single isolated comparison.,117,0.04352678571428571,7,R00026,0.8738360128479868,7.464300560182366,64.70628719039553,12;53;58;72;76;116;179;188;195;252;253;277;334;344;345;354;390;403;405;416;422;474;492;497;531;538;565;597;608;618;635;652;684;691;701;726;729;755;757;791;792;814;820;870;878;892;921;955;958;1023;1046;1090;1131;1135;1199;1210;1231;1257;1274;1284;1305;1315;1338;1343;1378;1413;1414;1419;1444;1508;1549;1582;1626;1647;1649;1654;1692;1726;1752;1759;1762;1809;1829;1842;1851;1859;1860;1874;1938;1976;1996;2049;2057;2091;2172;2213;2214;2234;2309;2313;2345;2347;2351;2355;2372;2391;2406;2436;2445;2448;2458;2493;2505;2541;2545;2579;2633
MP00018,Speed Dynamics is uncommon in at least 2 retained comparisons and Turning Dynamics is uncommon in at least 1 retained comparison,This meta-pattern summarizes recurring pairwise rules where Speed Dynamics is uncommon in at least 2 retained comparisons and Turning Dynamics is uncommon in at least 1 retained comparison. It should be read as persistent taxonomy-level uncommonness rather than a single isolated comparison.,125,0.04650297619047619,7,R00110,0.8297233270735574,7.709130387504625,64.32755058546817,35;56;72;74;188;240;252;263;291;306;343;345;365;397;408;409;416;425;428;429;433;453;461;474;489;516;547;602;604;624;635;690;729;744;750;790;837;849;887;889;893;911;921;958;959;972;1007;1018;1021;1084;1090;1131;1151;1180;1252;1261;1290;1291;1305;1311;1315;1343;1354;1368;1397;1404;1410;1411;1428;1444;1446;1449;1452;1457;1485;1510;1516;1533;1534;1549;1624;1626;1631;1649;1670;1747;1750;1754;1759;1802;1809;1851;1854;1874;1876;1880;1897;1907;1976;2013;2067;2183;2214;2225;2323;2327;2328;2377;2406;2436;2445;2448;2498;2505;2506;2530;2534;2541;2543;2548;2554;2569;2613;2618;2679
MP00019,Spatial Reach and Route is uncommon in at least 1 retained comparison and Turning Dynamics is uncommon in at least 2 retained comparisons,This meta-pattern summarizes recurring pairwise rules where Spatial Reach and Route is uncommon in at least 1 retained comparison and Turning Dynamics is uncommon in at least 2 retained comparisons. It should be read as persistent taxonomy-level uncommonness rather than a single isolated comparison.,100,0.03720238095238095,7,R00056,0.8661812433551564,7.665810934309535,63.72306272480342,42;44;121;129;131;151;205;252;264;269;273;328;345;406;416;432;444;509;545;546;572;583;629;635;650;655;660;663;729;756;794;807;851;886;890;933;988;1019;1050;1069;1091;1118;1153;1165;1202;1235;1271;1287;1304;1305;1342;1343;1423;1474;1476;1507;1546;1549;1572;1614;1626;1635;1649;1689;1719;1734;1759;1768;1809;1820;1835;1851;1858;1920;1952;1956;1962;1968;1976;2006;2158;2200;2287;2332;2382;2406;2417;2429;2434;2445;2500;2505;2512;2528;2604;2606;2632;2650;2665;2683
MP00020,Spatial Reach and Route is uncommon in at least 2 retained comparisons and Speed Dynamics is uncommon in at least 1 retained comparison,This meta-pattern summarizes recurring pairwise rules where Spatial Reach and Route is uncommon in at least 2 retained comparisons and Speed Dynamics is uncommon in at least 1 retained comparison. It should be read as persistent taxonomy-level uncommonness rather than a single isolated comparison.,110,0.04092261904761905,4,R00022,0.9098408180476492,9.163075096535799,63.191472611655485,6;12;53;72;76;116;181;189;195;277;295;314;328;334;345;403;405;416;422;531;538;540;565;597;608;618;635;652;699;726;727;729;752;755;757;791;792;814;870;878;891;921;950;958;996;1023;1050;1135;1138;1210;1231;1257;1280;1284;1305;1338;1343;1378;1413;1419;1444;1495;1502;1508;1535;1558;1582;1626;1649;1692;1726;1733;1746;1752;1755;1809;1829;1841;1842;1851;1938;1950;1968;1976;1996;2019;2024;2040;2057;2091;2172;2213;2214;2234;2254;2291;2313;2345;2347;2351;2355;2372;2390;2445;2458;2466;2472;2493;2545;2633
MP00021,Curvature Geometry is uncommon in at least 1 retained comparison and Temporal Sequential Context is uncommon in at least 2 retained comparisons,This meta-pattern summarizes recurring pairwise rules where Curvature Geometry is uncommon in at least 1 retained comparison and Temporal Sequential Context is uncommon in at least 2 retained comparisons. It should be read as persistent taxonomy-level uncommonness rather than a single isolated comparison.,102,0.03794642857142857,4,R00001,0.8763440860215054,9.210171062371426,60.20615999960826,14;27;43;63;64;67;70;75;97;101;114;130;147;172;195;209;226;261;272;279;313;355;463;482;495;505;537;583;592;596;655;666;700;706;769;824;826;892;898;929;1044;1070;1102;1158;1250;1261;1273;1339;1358;1401;1403;1474;1480;1484;1522;1527;1634;1636;1669;1716;1721;1731;1820;1825;1831;1843;1861;1877;1881;1939;1941;1943;1978;2009;2015;2022;2023;2030;2037;2048;2071;2102;2109;2110;2112;2115;2121;2173;2197;2201;2232;2242;2296;2319;2349;2380;2404;2413;2420;2548;2606;2633
MP00022,Spatial Reach and Route is uncommon in at least 1 retained comparison and Temporal Sequential Context is uncommon in at least 2 retained comparisons,This meta-pattern summarizes recurring pairwise rules where Spatial Reach and Route is uncommon in at least 1 retained comparison and Temporal Sequential Context is uncommon in at least 2 retained comparisons. It should be read as persistent taxonomy-level uncommonness rather than a single isolated comparison.,129,0.04799107142857143,4,R00016,0.8911482603292948,8.60149528219642,60.049193724862924,14;26;43;44;53;63;64;70;76;92;97;114;158;168;181;195;199;218;253;284;434;497;552;571;572;583;592;608;655;713;714;751;752;792;798;817;824;869;892;898;924;929;968;971;1070;1099;1125;1132;1135;1138;1158;1215;1235;1257;1274;1284;1285;1302;1305;1315;1342;1352;1358;1378;1394;1413;1474;1480;1505;1506;1507;1508;1558;1592;1603;1689;1703;1718;1722;1731;1733;1762;1820;1860;1867;1869;1878;1902;1903;1916;1923;1968;1988;1995;1999;2009;2022;2037;2046;2048;2071;2103;2109;2158;2197;2219;2233;2242;2284;2291;2304;2312;2351;2355;2376;2382;2409;2418;2449;2505;2509;2522;2540;2575;2606;2627;2633;2663;2686
MP00023,Speed Dynamics is uncommon in at least 2 retained comparisons and Temporal Sequential Context is uncommon in at least 1 retained comparison,This meta-pattern summarizes recurring pairwise rules where Speed Dynamics is uncommon in at least 2 retained comparisons and Temporal Sequential Context is uncommon in at least 1 retained comparison. It should be read as persistent taxonomy-level uncommonness rather than a single isolated comparison.,108,0.04017857142857143,7,R00104,0.8381159070814244,7.3260912716695445,59.89916426990508,53;56;76;177;195;253;276;306;326;390;425;433;453;497;516;596;608;624;671;691;704;711;717;728;737;791;792;840;849;870;874;892;972;1032;1135;1139;1151;1180;1257;1261;1274;1277;1278;1282;1284;1290;1305;1315;1368;1378;1413;1424;1456;1467;1489;1508;1516;1529;1531;1557;1561;1563;1636;1645;1654;1663;1670;1701;1721;1749;1762;1831;1860;1877;1880;1907;1938;1941;1947;2013;2020;2034;2077;2115;2183;2196;2198;2309;2323;2334;2349;2351;2354;2355;2377;2414;2448;2477;2486;2492;2495;2498;2505;2514;2548;2554;2579;2633
MP00024,Curvature Geometry is uncommon in at least 1 retained comparison and Speed Dynamics is uncommon in at least 2 retained comparisons,This meta-pattern summarizes recurring pairwise rules where Curvature Geometry is uncommon in at least 1 retained comparison and Speed Dynamics is uncommon in at least 2 retained comparisons. It should be read as persistent taxonomy-level uncommonness rather than a single isolated comparison.,109,0.04055059523809524,5,R00087,0.8533325908325908,8.011604226145717,57.57842366732371,12;72;177;186;195;224;229;240;263;277;291;335;340;343;345;347;386;405;408;409;410;460;522;536;565;596;627;669;682;726;750;755;820;849;878;892;943;959;985;1011;1018;1021;1023;1046;1084;1199;1251;1261;1327;1338;1404;1410;1419;1421;1428;1435;1442;1444;1450;1483;1510;1516;1534;1636;1639;1673;1680;1688;1721;1726;1742;1792;1802;1829;1831;1842;1859;1877;1941;1961;1981;1994;2008;2067;2077;2081;2101;2115;2116;2137;2225;2234;2277;2347;2349;2359;2391;2436;2450;2458;2493;2503;2530;2545;2548;2569;2618;2633;2670
MP00025,Acceleration Dynamics is uncommon in at least 1 retained comparison and Spatial Reach and Route is uncommon in at least 2 retained comparisons,This meta-pattern summarizes recurring pairwise rules where Acceleration Dynamics is uncommon in at least 1 retained comparison and Spatial Reach and Route is uncommon in at least 2 retained comparisons. It should be read as persistent taxonomy-level uncommonness rather than a single isolated comparison.,95,0.035342261904761904,6,R00079,0.8450113457086074,7.664593659223036,57.524549476611945,53;64;76;77;100;181;199;233;284;285;311;334;342;379;385;422;434;466;531;570;571;572;603;610;757;814;850;860;869;870;890;958;1019;1042;1074;1118;1142;1143;1144;1210;1231;1235;1253;1302;1352;1357;1378;1394;1502;1505;1507;1508;1558;1649;1692;1698;1703;1710;1732;1763;1770;1862;1938;1995;1996;2006;2024;2053;2068;2091;2143;2213;2233;2254;2264;2268;2287;2313;2347;2355;2364;2395;2408;2449;2460;2488;2509;2519;2540;2563;2575;2627;2651;2665;2686
MP00026,Acceleration Dynamics is uncommon in at least 2 retained comparisons and Curvature Geometry is uncommon in at least 1 retained comparison,This meta-pattern summarizes recurring pairwise rules where Acceleration Dynamics is uncommon in at least 2 retained comparisons and Curvature Geometry is uncommon in at least 1 retained comparison. It should be read as persistent taxonomy-level uncommonness rather than a single isolated comparison.,98,0.036458333333333336,5,R00023,0.8547008547008547,8.070024496326704,56.78917280496674,15;27;64;97;100;101;110;128;130;140;204;244;261;291;339;341;342;343;347;360;408;427;443;467;513;517;536;570;622;692;730;732;735;768;787;826;845;854;888;901;902;929;957;1006;1011;1018;1042;1049;1074;1123;1128;1170;1221;1223;1266;1334;1358;1362;1420;1428;1460;1463;1564;1589;1604;1618;1623;1627;1634;1669;1732;1741;1760;1849;1930;1939;1943;2038;2053;2110;2116;2171;2182;2201;2225;2231;2232;2246;2264;2282;2380;2487;2515;2558;2618;2623;2640;2646
